model_file,parameter,entity,year,before,after
RYT.json,TAMaxCI,TEC_c8zhc,2034,0.00095981408,0.0095981408
RYT.json,TAMaxCI,TEC_c8zhc,2035,0.00095981508,0.0095981508
RYT.json,TAMaxCI,TEC_c8zhc,2036,0.00127422208,0.0127422208
RYT.json,TAMaxCI,TEC_c8zhc,2037,0.00127422108,0.0127422108
RYT.json,TAMaxCI,TEC_c8zhc,2038,0.00127422108,0.0127422108
RYT.json,TAMaxCI,TEC_c8zhc,2039,0.00127422208,0.0127422208
RYT.json,TAMaxCI,TEC_c8zhc,2040,0.00127422108,0.0127422108
RYT.json,TAMaxCI,TEC_c8zhc,2041,0.00216469308,0.021646930800000002
RYT.json,TAMaxCI,TEC_c8zhc,2042,0.00216469308,0.021646930800000002
RYT.json,TAMaxCI,TEC_c8zhc,2043,0.00216469208,0.021646920799999997
RYT.json,TAMaxCI,TEC_c8zhc,2044,0.00216469308,0.021646930800000002
RYT.json,TAMaxCI,TEC_c8zhc,2045,0.00216469308,0.021646930800000002
RYT.json,TAMaxCI,TEC_c8zhc,2046,0.00281196108,0.0281196108
RYT.json,TAMaxCI,TEC_c8zhc,2047,0.00281196308,0.0281196308
RYT.json,TAMaxCI,TEC_c8zhc,2048,0.00281196108,0.0281196108
RYT.json,TAMaxCI,TEC_c8zhc,2049,0.00281196208,0.0281196208
RYT.json,TAMaxCI,TEC_c8zhc,2050,0.00281196108,0.0281196108
RYT.json,TAMaxCI,TEC_c8zhc,2051,0.00358105808,0.0358105808
RYT.json,TAMaxCI,TEC_c8zhc,2052,0.00358105708,0.0358105708
RYT.json,TAMaxCI,TEC_c8zhc,2053,0.00358105708,0.0358105708
RYT.json,RC,TEC_n65kb,2020,0.0,0.0
RYT.json,RC,TEC_n65kb,2021,0.0,0.0
RYT.json,RC,TEC_n65kb,2022,0.0,0.0
RYT.json,RC,TEC_n65kb,2023,0.0,0.0
RYT.json,RC,TEC_n65kb,2024,0.0,0.0
RYT.json,RC,TEC_n65kb,2025,0.0,0.0
RYT.json,RC,TEC_n65kb,2026,0.0,0.0
RYT.json,RC,TEC_n65kb,2027,0.0,0.0
RYT.json,RC,TEC_n65kb,2028,0.0,0.0
RYT.json,RC,TEC_n65kb,2029,0.0,0.0
RYT.json,RC,TEC_n65kb,2030,0.0,0.0
RYT.json,RC,TEC_n65kb,2031,0.0,0.0
RYT.json,RC,TEC_n65kb,2032,0.0,0.0
RYT.json,RC,TEC_n65kb,2033,0.0,0.0
RYT.json,RC,TEC_n65kb,2034,0.0,0.0
RYT.json,RC,TEC_n65kb,2035,0.0,0.0
RYT.json,RC,TEC_n65kb,2036,0.0,0.0
RYT.json,RC,TEC_n65kb,2037,0.0,0.0
RYT.json,RC,TEC_n65kb,2038,0.0,0.0
RYT.json,RC,TEC_n65kb,2039,0.0,0.0
RYT.json,RC,TEC_n65kb,2040,0.0,0.0
RYT.json,RC,TEC_n65kb,2041,0.0,0.0
RYT.json,RC,TEC_n65kb,2042,0.0,0.0
RYT.json,RC,TEC_n65kb,2043,0.0,0.0
RYT.json,RC,TEC_n65kb,2044,0.0,0.0
RYT.json,RC,TEC_n65kb,2045,0.0,0.0
RYT.json,RC,TEC_n65kb,2046,0.0,0.0
RYT.json,RC,TEC_n65kb,2047,0.0,0.0
RYT.json,RC,TEC_n65kb,2048,0.0,0.0
RYT.json,RC,TEC_n65kb,2049,0.0,0.0
RYT.json,RC,TEC_n65kb,2050,0.0,0.0
RYT.json,RC,TEC_n65kb,2051,0.0,0.0
RYT.json,RC,TEC_n65kb,2052,0.0,0.0
RYT.json,RC,TEC_n65kb,2053,0.0,0.0
RYT.json,TAMaxCI,TEC_n65kb,2020,0.0,0.0
RYT.json,TAMaxCI,TEC_n65kb,2021,0.00054517108,0.0054517108000000005
RYT.json,TAMaxCI,TEC_n65kb,2022,0.00054517108,0.0054517108000000005
RYT.json,TAMaxCI,TEC_n65kb,2023,0.00054517108,0.0054517108000000005
RYT.json,TAMaxCI,TEC_n65kb,2024,0.00054517108,0.0054517108000000005
RYT.json,TAMaxCI,TEC_n65kb,2025,0.00054517108,0.0054517108000000005
RYT.json,TAMaxCI,TEC_n65kb,2026,0.00069431808,0.0069431808
RYT.json,TAMaxCI,TEC_n65kb,2027,0.00069431808,0.0069431808
RYT.json,TAMaxCI,TEC_n65kb,2028,0.00069431808,0.0069431808
RYT.json,TAMaxCI,TEC_n65kb,2029,0.00069431808,0.0069431808
RYT.json,TAMaxCI,TEC_n65kb,2030,0.00069431808,0.0069431808
RYT.json,TAMaxCI,TEC_n65kb,2031,0.00087738408,0.0087738408
RYT.json,TAMaxCI,TEC_n65kb,2032,0.00087738508,0.0087738508
RYT.json,TAMaxCI,TEC_n65kb,2033,0.00087738408,0.0087738408
RYT.json,TAMaxCI,TEC_n65kb,2034,0.00087738408,0.0087738408
RYT.json,TAMaxCI,TEC_n65kb,2035,0.00087738408,0.0087738408
