REGION,TIMESLICE,TECHNOLOGY,MODE_OF_OPERATION,FUEL,YEAR,VALUE
GLOBAL,S1D2,LNDTOMHRTOT,1,LTOMHRTOT,2025,13.122511
GLOBAL,S1D2,LNDTOMHRTOT,1,LTOMHRTOT,2026,13.290289
GLOBAL,S1D2,LNDTOMHRTOT,1,LTOMHRTOT,2027,13.458089
GLOBAL,S1D2,LNDTOMHRTOT,1,LTOMHRTOT,2028,13.625867
GLOBAL,S1D2,LNDTOMHRTOT,1,LTOMHRTOT,2029,13.793644
GLOBAL,S1D2,LNDTOMHRTOT,1,LTOMHRTOT,2030,13.961422
GLOBAL,S1D2,LNDTOMHRTOT,1,LTOMHRTOT,2031,14.1166
GLOBAL,S1D2,LNDTOMHRTOT,1,LTOMHRTOT,2032,14.271756
GLOBAL,S1D2,LNDTOMHRTOT,1,LTOMHRTOT,2033,14.426911
GLOBAL,S1D2,LNDTOMHRTOT,1,LTOMHRTOT,2034,14.582067
GLOBAL,S1D2,LNDTOMHRTOT,1,LTOMHRTOT,2035,14.737222
GLOBAL,S1D2,LNDTOMHRTOT,1,LTOMHRTOT,2036,14.877489
GLOBAL,S1D2,LNDTOMHRTOT,1,LTOMHRTOT,2037,15.017733
GLOBAL,S1D2,LNDTOMHRTOT,1,LTOMHRTOT,2038,15.157978
GLOBAL,S1D2,LNDTOMHRTOT,1,LTOMHRTOT,2039,15.298222
GLOBAL,S1D2,LNDTOMHRTOT,1,LTOMHRTOT,2040,15.438467
GLOBAL,S1D2,LNDTOMHRTOT,1,LTOMHRTOT,2041,15.563222
GLOBAL,S1D2,LNDTOMHRTOT,1,LTOMHRTOT,2042,15.687956
GLOBAL,S1D2,LNDTOMHRTOT,1,LTOMHRTOT,2043,15.812711
GLOBAL,S1D2,LNDTOMHRTOT,1,LTOMHRTOT,2044,15.937444
GLOBAL,S1D2,LNDTOMHRTOT,1,LTOMHRTOT,2045,16.0622
GLOBAL,S1D2,LNDTOMHRTOT,1,LTOMHRTOT,2046,16.169622
GLOBAL,S1D2,LNDTOMHRTOT,1,LTOMHRTOT,2047,16.277044
GLOBAL,S1D2,LNDTOMHRTOT,1,LTOMHRTOT,2048,16.384444
GLOBAL,S1D2,LNDTOMHRTOT,1,LTOMHRTOT,2049,16.491867
GLOBAL,S1D2,LNDTOMHRTOT,1,LTOMHRTOT,2050,16.599289
GLOBAL,S1D2,LNDTOMHRTOT,1,LTOMHRTOT,2051,16.599289
GLOBAL,S1D2,LNDTOMHRTOT,1,LTOMHRTOT,2052,16.599289
GLOBAL,S1D2,LNDTOMHRTOT,1,LTOMHRTOT,2053,16.599289
GLOBAL,S1D2,LNDWATTOT,1,LWATTOT,2020,3.6952533
GLOBAL,S1D2,LNDWATTOT,1,LWATTOT,2021,1.6322298
GLOBAL,S1D2,LNDWATTOT,1,LWATTOT,2022,2.7048265
GLOBAL,S1D2,LNDWATTOT,1,LWATTOT,2023,2.7048265
GLOBAL,S1D2,LNDWATTOT,1,LWATTOT,2024,2.7048265
GLOBAL,S1D2,LNDWATTOT,1,LWATTOT,2025,2.7048265
GLOBAL,S1D2,LNDWATTOT,1,LWATTOT,2026,2.7048265
GLOBAL,S1D2,LNDWATTOT,1,LWATTOT,2027,2.7048265
GLOBAL,S1D2,LNDWATTOT,1,LWATTOT,2028,2.7048265
GLOBAL,S1D2,LNDWATTOT,1,LWATTOT,2029,2.7048265
GLOBAL,S1D2,LNDWATTOT,1,LWATTOT,2030,2.7048265
GLOBAL,S1D2,LNDWATTOT,1,LWATTOT,2031,2.7048265
GLOBAL,S1D2,LNDWATTOT,1,LWATTOT,2032,2.7048265
GLOBAL,S1D2,LNDWATTOT,1,LWATTOT,2033,2.7048265
GLOBAL,S1D2,LNDWATTOT,1,LWATTOT,2034,2.7048265
GLOBAL,S1D2,LNDWATTOT,1,LWATTOT,2035,2.7048265
GLOBAL,S1D2,LNDWATTOT,1,LWATTOT,2036,2.7048265
GLOBAL,S1D2,LNDWATTOT,1,LWATTOT,2037,2.7048265
GLOBAL,S1D2,LNDWATTOT,1,LWATTOT,2038,2.7048265
GLOBAL,S1D2,LNDWATTOT,1,LWATTOT,2039,2.7048265
GLOBAL,S1D2,LNDWATTOT,1,LWATTOT,2040,2.7048265
GLOBAL,S1D2,LNDWATTOT,1,LWATTOT,2041,1.5755884
GLOBAL,S1D2,LNDWATTOT,1,LWATTOT,2042,2.7048265
GLOBAL,S1D2,LNDWATTOT,1,LWATTOT,2043,1.5755884
GLOBAL,S1D2,LNDWATTOT,1,LWATTOT,2044,2.7048265
GLOBAL,S1D2,LNDWATTOT,1,LWATTOT,2045,2.7048265
GLOBAL,S1D2,LNDWATTOT,1,LWATTOT,2046,2.7048265
GLOBAL,S1D2,LNDWATTOT,1,LWATTOT,2047,2.4511368
GLOBAL,S1D2,LNDWATTOT,1,LWATTOT,2048,2.7048265
GLOBAL,S1D2,LNDWATTOT,1,LWATTOT,2049,2.7048265
GLOBAL,S1D2,LNDWATTOT,1,LWATTOT,2050,2.7048265
GLOBAL,S1D2,LNDWATTOT,1,LWATTOT,2051,2.7048265
GLOBAL,S1D2,LNDWATTOT,1,LWATTOT,2052,2.7048265
GLOBAL,S1D2,LNDWATTOT,1,LWATTOT,2053,2.7048265
GLOBAL,S1D2,MINLNDTOT,1,LTOT,2020,124.36915
GLOBAL,S1D2,MINLNDTOT,1,LTOT,2021,120.39038
GLOBAL,S1D2,MINLNDTOT,1,LTOT,2022,121.43759
GLOBAL,S1D2,MINLNDTOT,1,LTOT,2023,123.19321
GLOBAL,S1D2,MINLNDTOT,1,LTOT,2024,124.94899
GLOBAL,S1D2,MINLNDTOT,1,LTOT,2025,126.72108
GLOBAL,S1D2,MINLNDTOT,1,LTOT,2026,128.37806
GLOBAL,S1D2,MINLNDTOT,1,LTOT,2027,130.03497
GLOBAL,S1D2,MINLNDTOT,1,LTOT,2028,166.03337
GLOBAL,S1D2,MINLNDTOT,1,LTOT,2029,133.3588
GLOBAL,S1D2,MINLNDTOT,1,LTOT,2030,135.02069
GLOBAL,S1D2,MINLNDTOT,1,LTOT,2031,136.55749
GLOBAL,S1D2,MINLNDTOT,1,LTOT,2032,138.0944
GLOBAL,S1D2,MINLNDTOT,1,LTOT,2033,139.63104
GLOBAL,S1D2,MINLNDTOT,1,LTOT,2034,141.16807
GLOBAL,S1D2,MINLNDTOT,1,LTOT,2035,142.91199
GLOBAL,S1D2,MINLNDTOT,1,LTOT,2036,144.29682
GLOBAL,S1D2,MINLNDTOT,1,LTOT,2037,145.68171
GLOBAL,S1D2,MINLNDTOT,1,LTOT,2038,147.06684
GLOBAL,S1D2,MINLNDTOT,1,LTOT,2039,148.45164
GLOBAL,S1D2,MINLNDTOT,1,LTOT,2040,149.83657
GLOBAL,S1D2,MINLNDTOT,1,LTOT,2041,149.93918
GLOBAL,S1D2,MINLNDTOT,1,LTOT,2042,152.30015
GLOBAL,S1D2,MINLNDTOT,1,LTOT,2043,152.40663
GLOBAL,S1D2,MINLNDTOT,1,LTOT,2044,154.77135
GLOBAL,S1D2,MINLNDTOT,1,LTOT,2045,156.00707
GLOBAL,S1D2,MINLNDTOT,1,LTOT,2046,157.07105
GLOBAL,S1D2,MINLNDTOT,1,LTOT,2047,157.889
GLOBAL,S1D2,MINLNDTOT,1,LTOT,2048,159.22313
GLOBAL,S1D2,MINLNDTOT,1,LTOT,2049,160.30359
GLOBAL,S1D2,MINLNDTOT,1,LTOT,2050,162.11038
GLOBAL,S1D2,MINLNDTOT,1,LTOT,2051,162.11038
GLOBAL,S1D2,MINLNDTOT,1,LTOT,2052,162.11038
GLOBAL,S1D2,MINLNDTOT,1,LTOT,2053,162.11038
GLOBAL,S1D2,MINOTHINT,1,OTHINT,2050,1139.9656
GLOBAL,S1D2,MINOTHINT,1,OTHINT,2051,1105.4887
GLOBAL,S1D2,MINOTHINT,1,OTHINT,2052,1355.2656
GLOBAL,S1D2,MINOTHINT,1,OTHINT,2053,1072.4313
GLOBAL,S1D2,MINPRCPHL,1,WTRPRCPHL,2020,271.35367
GLOBAL,S1D2,MINPRCPHL,1,WTRPRCPHL,2021,263.92414
GLOBAL,S1D2,MINPRCPHL,1,WTRPRCPHL,2022,261.81009
GLOBAL,S1D2,MINPRCPHL,1,WTRPRCPHL,2023,265.50075
GLOBAL,S1D2,MINPRCPHL,1,WTRPRCPHL,2024,269.19169
GLOBAL,S1D2,MINPRCPHL,1,WTRPRCPHL,2025,272.92365
GLOBAL,S1D2,MINPRCPHL,1,WTRPRCPHL,2026,276.41803
GLOBAL,S1D2,MINPRCPHL,1,WTRPRCPHL,2027,279.91222
GLOBAL,S1D2,MINPRCPHL,1,WTRPRCPHL,2028,368.88119
GLOBAL,S1D2,MINPRCPHL,1,WTRPRCPHL,2029,286.32968
GLOBAL,S1D2,MINPRCPHL,1,WTRPRCPHL,2030,291.35517
GLOBAL,S1D2,MINPRCPHL,1,WTRPRCPHL,2031,295.3088
GLOBAL,S1D2,MINPRCPHL,1,WTRPRCPHL,2032,299.2627
GLOBAL,S1D2,MINPRCPHL,1,WTRPRCPHL,2033,303.21591
GLOBAL,S1D2,MINPRCPHL,1,WTRPRCPHL,2034,307.17001
GLOBAL,S1D2,MINPRCPHL,1,WTRPRCPHL,2035,310.42615
GLOBAL,S1D2,MINPRCPHL,1,WTRPRCPHL,2036,313.99117
GLOBAL,S1D2,MINPRCPHL,1,WTRPRCPHL,2037,317.55627
GLOBAL,S1D2,MINPRCPHL,1,WTRPRCPHL,2038,321.12202
GLOBAL,S1D2,MINPRCPHL,1,WTRPRCPHL,2039,324.6869
GLOBAL,S1D2,MINPRCPHL,1,WTRPRCPHL,2040,328.25214
GLOBAL,S1D2,MINPRCPHL,1,WTRPRCPHL,2041,328.42266
GLOBAL,S1D2,MINPRCPHL,1,WTRPRCPHL,2042,334.59416
GLOBAL,S1D2,MINPRCPHL,1,WTRPRCPHL,2043,334.69353
GLOBAL,S1D2,MINPRCPHL,1,WTRPRCPHL,2044,340.7936
GLOBAL,S1D2,MINPRCPHL,1,WTRPRCPHL,2045,344.73029
GLOBAL,S1D2,MINPRCPHL,1,WTRPRCPHL,2046,347.63968
GLOBAL,S1D2,MINPRCPHL,1,WTRPRCPHL,2047,353.66053
GLOBAL,S1D2,MINPRCPHL,1,WTRPRCPHL,2048,357.03435
GLOBAL,S1D2,MINPRCPHL,1,WTRPRCPHL,2049,358.24656
GLOBAL,S1D2,MINPRCPHL,1,WTRPRCPHL,2050,360.96482
GLOBAL,S1D2,MINPRCPHL,1,WTRPRCPHL,2051,358.43084
GLOBAL,S1D2,MINPRCPHL,1,WTRPRCPHL,2052,360.96482
GLOBAL,S1D2,MINPRCPHL,1,WTRPRCPHL,2053,360.96482
GLOBAL,S1D2,PWRBIOPHLXX01,1,ELCPHLXX01,2020,0.033407782
GLOBAL,S1D2,PWRBIOPHLXX01,1,ELCPHLXX01,2023,5.9489714
GLOBAL,S1D2,PWRBIOPHLXX01,1,ELCPHLXX01,2024,5.9823792
GLOBAL,S1D2,PWRBIOPHLXX01,1,ELCPHLXX01,2025,5.9823792
GLOBAL,S1D2,PWRBIOPHLXX01,1,ELCPHLXX01,2026,5.9823792
GLOBAL,S1D2,PWRBIOPHLXX01,1,ELCPHLXX01,2027,5.9823792
GLOBAL,S1D2,PWRBIOPHLXX01,1,ELCPHLXX01,2029,5.9823792
GLOBAL,S1D2,PWRBIOPHLXX01,1,ELCPHLXX01,2030,5.9489714
GLOBAL,S1D2,PWRBIOPHLXX01,1,ELCPHLXX01,2031,0.033407782
GLOBAL,S1D2,PWRBIOPHLXX01,1,ELCPHLXX01,2035,63.409298
GLOBAL,S1D2,PWRBIOPHLXX01,1,ELCPHLXX01,2036,151.28
GLOBAL,S1D2,PWRBIOPHLXX01,1,ELCPHLXX01,2037,132.53801
GLOBAL,S1D2,PWRBIOPHLXX01,1,ELCPHLXX01,2039,383.96
GLOBAL,S1D2,PWRBIOPHLXX01,1,ELCPHLXX01,2040,464.02045
GLOBAL,S1D2,PWRBIOPHLXX01,1,ELCPHLXX01,2041,550.22045
GLOBAL,S1D2,PWRBIOPHLXX01,1,ELCPHLXX01,2042,274.0591
GLOBAL,S1D2,PWRBIOPHLXX01,1,ELCPHLXX01,2043,672.02886
GLOBAL,S1D2,PWRBIOPHLXX01,1,ELCPHLXX01,2044,76.549588
GLOBAL,S1D2,PWRBIOPHLXX01,1,ELCPHLXX01,2045,121.0815
GLOBAL,S1D2,PWRBIOPHLXX01,1,ELCPHLXX01,2046,276.83879
GLOBAL,S1D2,PWRBIOPHLXX01,1,ELCPHLXX01,2047,315.56805
GLOBAL,S1D2,PWRBIOPHLXX01,1,ELCPHLXX01,2048,247.69618
GLOBAL,S1D2,PWRBIOPHLXX01,1,ELCPHLXX01,2049,289.90719
GLOBAL,S1D2,PWRBIOPHLXX01,1,ELCPHLXX01,2050,406.17274
GLOBAL,S1D2,PWRBIOPHLXX01,1,ELCPHLXX01,2051,274.84345
GLOBAL,S1D2,PWRBIOPHLXX01,1,ELCPHLXX01,2052,121.68987
GLOBAL,S1D2,PWRBIOPHLXX01,1,ELCPHLXX01,2053,694.24341
GLOBAL,S1D2,PWRGEOPHLXX01,1,ELCPHLXX01,2020,842.32607
GLOBAL,S1D2,PWRGEOPHLXX01,1,ELCPHLXX01,2021,862.97825
GLOBAL,S1D2,PWRGEOPHLXX01,1,ELCPHLXX01,2022,896.80838
GLOBAL,S1D2,PWRGEOPHLXX01,1,ELCPHLXX01,2023,923.46047
GLOBAL,S1D2,PWRGEOPHLXX01,1,ELCPHLXX01,2024,956.64725
GLOBAL,S1D2,PWRGEOPHLXX01,1,ELCPHLXX01,2025,1001.8406
GLOBAL,S1D2,PWRGEOPHLXX01,1,ELCPHLXX01,2026,1035.2901
GLOBAL,S1D2,PWRGEOPHLXX01,1,ELCPHLXX01,2027,1068.7305
GLOBAL,S1D2,PWRGEOPHLXX01,1,ELCPHLXX01,2028,1108.1532
GLOBAL,S1D2,PWRGEOPHLXX01,1,ELCPHLXX01,2029,1124.8113
GLOBAL,S1D2,PWRGEOPHLXX01,1,ELCPHLXX01,2030,1157.1118
GLOBAL,S1D2,PWRGEOPHLXX01,1,ELCPHLXX01,2031,1196.8531
GLOBAL,S1D2,PWRGEOPHLXX01,1,ELCPHLXX01,2032,1230.7122
GLOBAL,S1D2,PWRGEOPHLXX01,1,ELCPHLXX01,2033,1264.5287
GLOBAL,S1D2,PWRGEOPHLXX01,1,ELCPHLXX01,2034,1298.3544
GLOBAL,S1D2,PWRGEOPHLXX01,1,ELCPHLXX01,2035,1269.944
GLOBAL,S1D2,PWRGEOPHLXX01,1,ELCPHLXX01,2036,1216.4689
GLOBAL,S1D2,PWRGEOPHLXX01,1,ELCPHLXX01,2037,1270.7889
GLOBAL,S1D2,PWRGEOPHLXX01,1,ELCPHLXX01,2038,1440.0781
GLOBAL,S1D2,PWRGEOPHLXX01,1,ELCPHLXX01,2039,1090.5228
GLOBAL,S1D2,PWRGEOPHLXX01,1,ELCPHLXX01,2040,1047.2752
GLOBAL,S1D2,PWRGEOPHLXX01,1,ELCPHLXX01,2041,1000.6165
GLOBAL,S1D2,PWRGEOPHLXX01,1,ELCPHLXX01,2042,1316.3283
GLOBAL,S1D2,PWRGEOPHLXX01,1,ELCPHLXX01,2043,957.90898
GLOBAL,S1D2,PWRGEOPHLXX01,1,ELCPHLXX01,2044,1593.5487
GLOBAL,S1D2,PWRGEOPHLXX01,1,ELCPHLXX01,2045,1593.5487
GLOBAL,S1D2,PWRGEOPHLXX01,1,ELCPHLXX01,2046,1479.4725
GLOBAL,S1D2,PWRGEOPHLXX01,1,ELCPHLXX01,2047,1483.4023
GLOBAL,S1D2,PWRGEOPHLXX01,1,ELCPHLXX01,2048,1593.5487
GLOBAL,S1D2,PWRGEOPHLXX01,1,ELCPHLXX01,2049,1593.5487
GLOBAL,S1D2,PWRGEOPHLXX01,1,ELCPHLXX01,2050,379.51937
GLOBAL,S1D2,PWRGEOPHLXX01,1,ELCPHLXX01,2051,591.12371
GLOBAL,S1D2,PWRGEOPHLXX01,1,ELCPHLXX01,2052,550.90149
GLOBAL,S1D2,PWRGEOPHLXX01,1,ELCPHLXX01,2053,306.97124
GLOBAL,S1D2,PWRHYDPHLXX01,1,ELCPHLXX01,2020,31.580019
GLOBAL,S1D2,PWRHYDPHLXX01,1,ELCPHLXX01,2021,43.562312
GLOBAL,S1D2,PWRHYDPHLXX01,1,ELCPHLXX01,2022,43.562312
GLOBAL,S1D2,PWRHYDPHLXX01,1,ELCPHLXX01,2023,43.562312
GLOBAL,S1D2,PWRHYDPHLXX01,1,ELCPHLXX01,2024,43.562312
GLOBAL,S1D2,PWRHYDPHLXX01,1,ELCPHLXX01,2025,31.580019
GLOBAL,S1D2,PWRHYDPHLXX01,1,ELCPHLXX01,2026,31.580019
GLOBAL,S1D2,PWRHYDPHLXX01,1,ELCPHLXX01,2027,31.580019
GLOBAL,S1D2,PWRHYDPHLXX01,1,ELCPHLXX01,2028,31.580019
GLOBAL,S1D2,PWRHYDPHLXX01,1,ELCPHLXX01,2029,43.562312
GLOBAL,S1D2,PWRHYDPHLXX01,1,ELCPHLXX01,2030,43.562312
GLOBAL,S1D2,PWRHYDPHLXX01,1,ELCPHLXX01,2031,43.562312
GLOBAL,S1D2,PWRHYDPHLXX01,1,ELCPHLXX01,2032,43.562312
GLOBAL,S1D2,PWRHYDPHLXX01,1,ELCPHLXX01,2033,43.562312
GLOBAL,S1D2,PWRHYDPHLXX01,1,ELCPHLXX01,2034,43.562312
GLOBAL,S1D2,PWRHYDPHLXX01,1,ELCPHLXX01,2035,43.562312
GLOBAL,S1D2,PWRHYDPHLXX01,1,ELCPHLXX01,2036,43.562312
GLOBAL,S1D2,PWRHYDPHLXX01,1,ELCPHLXX01,2037,43.562312
GLOBAL,S1D2,PWRHYDPHLXX01,1,ELCPHLXX01,2038,43.562312
GLOBAL,S1D2,PWRHYDPHLXX01,1,ELCPHLXX01,2039,43.562312
GLOBAL,S1D2,PWRHYDPHLXX01,1,ELCPHLXX01,2040,43.562312
GLOBAL,S1D2,PWRHYDPHLXX01,1,ELCPHLXX01,2041,43.562312
GLOBAL,S1D2,PWRHYDPHLXX01,1,ELCPHLXX01,2042,43.562312
GLOBAL,S1D2,PWRHYDPHLXX01,1,ELCPHLXX01,2043,43.562312
GLOBAL,S1D2,PWRHYDPHLXX01,1,ELCPHLXX01,2044,43.562312
GLOBAL,S1D2,PWRHYDPHLXX01,1,ELCPHLXX01,2045,38.58086
GLOBAL,S1D2,PWRHYDPHLXX01,1,ELCPHLXX01,2046,38.58086
GLOBAL,S1D2,PWRHYDPHLXX01,1,ELCPHLXX01,2047,38.58086
GLOBAL,S1D2,PWRHYDPHLXX01,1,ELCPHLXX01,2048,38.58086
GLOBAL,S1D2,PWRHYDPHLXX01,1,ELCPHLXX01,2049,38.58086
GLOBAL,S1D2,PWRHYDPHLXX01,1,ELCPHLXX01,2050,38.58086
GLOBAL,S1D2,PWRHYDPHLXX01,1,ELCPHLXX01,2051,38.58086
GLOBAL,S1D2,PWRHYDPHLXX01,1,ELCPHLXX01,2052,27.96877
GLOBAL,S1D2,PWRHYDPHLXX01,1,ELCPHLXX01,2053,27.96877
GLOBAL,S1D2,PWROTHPHLXX01,2,ELCPHLXX01,2050,1139.9656
GLOBAL,S1D2,PWROTHPHLXX01,2,ELCPHLXX01,2051,1105.4887
GLOBAL,S1D2,PWROTHPHLXX01,2,ELCPHLXX01,2052,1355.2656
GLOBAL,S1D2,PWROTHPHLXX01,2,ELCPHLXX01,2053,1072.4313
GLOBAL,S1D2,PWRSPVPHLXX01,1,ELCPHLXX01,2021,0.61911475
GLOBAL,S1D2,PWRSPVPHLXX01,1,ELCPHLXX01,2023,0.61911475
GLOBAL,S1D2,PWRSPVPHLXX01,1,ELCPHLXX01,2024,0.61911475
GLOBAL,S1D2,PWRSPVPHLXX01,1,ELCPHLXX01,2025,0.61911475
GLOBAL,S1D2,PWRSPVPHLXX01,1,ELCPHLXX01,2026,0.61911475
GLOBAL,S1D2,PWRSPVPHLXX01,1,ELCPHLXX01,2027,0.61911475
GLOBAL,S1D2,PWRSPVPHLXX01,1,ELCPHLXX01,2028,0.61911475
GLOBAL,S1D2,PWRSPVPHLXX01,1,ELCPHLXX01,2030,0.61911475
GLOBAL,S1D2,PWRSPVPHLXX01,1,ELCPHLXX01,2031,0.61911475
GLOBAL,S1D2,PWRSPVPHLXX01,1,ELCPHLXX01,2032,0.61911475
GLOBAL,S1D2,PWRSPVPHLXX01,1,ELCPHLXX01,2033,0.61911475
GLOBAL,S1D2,PWRSPVPHLXX01,1,ELCPHLXX01,2034,0.61911475
GLOBAL,S1D2,PWRSPVPHLXX01,1,ELCPHLXX01,2036,0.61911475
GLOBAL,S1D2,PWRSPVPHLXX01,1,ELCPHLXX01,2037,0.61911475
GLOBAL,S1D2,PWRSPVPHLXX01,1,ELCPHLXX01,2039,0.61911475
GLOBAL,S1D2,PWRSPVPHLXX01,1,ELCPHLXX01,2040,0.61911475
GLOBAL,S1D2,PWRSPVPHLXX01,1,ELCPHLXX01,2041,0.61911475
GLOBAL,S1D2,PWRSPVPHLXX01,1,ELCPHLXX01,2042,0.61911475
GLOBAL,S1D2,PWRSPVPHLXX01,1,ELCPHLXX01,2043,0.61911475
GLOBAL,S1D2,PWRSPVPHLXX01,1,ELCPHLXX01,2046,0.52072243
GLOBAL,S1D2,PWRSPVPHLXX01,1,ELCPHLXX01,2047,0.072658944
GLOBAL,S1D2,PWRTRNPHLXX,1,ELCPHLXX02,2020,875.17431
GLOBAL,S1D2,PWRTRNPHLXX,1,ELCPHLXX02,2021,908.3945
GLOBAL,S1D2,PWRTRNPHLXX,1,ELCPHLXX02,2022,941.6055
GLOBAL,S1D2,PWRTRNPHLXX,1,ELCPHLXX02,2023,974.82569
GLOBAL,S1D2,PWRTRNPHLXX,1,ELCPHLXX02,2024,1008.0459
GLOBAL,S1D2,PWRTRNPHLXX,1,ELCPHLXX02,2025,1041.2569
GLOBAL,S1D2,PWRTRNPHLXX,1,ELCPHLXX02,2026,1074.7064
GLOBAL,S1D2,PWRTRNPHLXX,1,ELCPHLXX02,2027,1108.1468
GLOBAL,S1D2,PWRTRNPHLXX,1,ELCPHLXX02,2028,1141.5872
GLOBAL,S1D2,PWRTRNPHLXX,1,ELCPHLXX02,2029,1175.0367
GLOBAL,S1D2,PWRTRNPHLXX,1,ELCPHLXX02,2030,1208.4771
GLOBAL,S1D2,PWRTRNPHLXX,1,ELCPHLXX02,2031,1242.3028
GLOBAL,S1D2,PWRTRNPHLXX,1,ELCPHLXX02,2032,1276.1284
GLOBAL,S1D2,PWRTRNPHLXX,1,ELCPHLXX02,2033,1309.945
GLOBAL,S1D2,PWRTRNPHLXX,1,ELCPHLXX02,2034,1343.7706
GLOBAL,S1D2,PWRTRNPHLXX,1,ELCPHLXX02,2035,1377.5963
GLOBAL,S1D2,PWRTRNPHLXX,1,ELCPHLXX02,2036,1413.1651
GLOBAL,S1D2,PWRTRNPHLXX,1,ELCPHLXX02,2037,1448.7431
GLOBAL,S1D2,PWRTRNPHLXX,1,ELCPHLXX02,2038,1484.3211
GLOBAL,S1D2,PWRTRNPHLXX,1,ELCPHLXX02,2039,1519.8991
GLOBAL,S1D2,PWRTRNPHLXX,1,ELCPHLXX02,2040,1555.4771
GLOBAL,S1D2,PWRTRNPHLXX,1,ELCPHLXX02,2041,1595.0183
GLOBAL,S1D2,PWRTRNPHLXX,1,ELCPHLXX02,2042,1634.5688
GLOBAL,S1D2,PWRTRNPHLXX,1,ELCPHLXX02,2043,1674.1193
GLOBAL,S1D2,PWRTRNPHLXX,1,ELCPHLXX02,2044,1713.6606
GLOBAL,S1D2,PWRTRNPHLXX,1,ELCPHLXX02,2045,1753.211
GLOBAL,S1D2,PWRTRNPHLXX,1,ELCPHLXX02,2046,1795.4128
GLOBAL,S1D2,PWRTRNPHLXX,1,ELCPHLXX02,2047,1837.6239
GLOBAL,S1D2,PWRTRNPHLXX,1,ELCPHLXX02,2048,1879.8257
GLOBAL,S1D2,PWRTRNPHLXX,1,ELCPHLXX02,2049,1922.0367
GLOBAL,S1D2,PWRTRNPHLXX,1,ELCPHLXX02,2050,1964.2385
GLOBAL,S1D2,PWRTRNPHLXX,1,ELCPHLXX02,2051,2010.0367
GLOBAL,S1D2,PWRTRNPHLXX,1,ELCPHLXX02,2052,2055.8257
GLOBAL,S1D2,PWRTRNPHLXX,1,ELCPHLXX02,2053,2101.6147
GLOBAL,S1D2,PWRWONPHLXX01,1,ELCPHLXX01,2020,1.234817
GLOBAL,S1D2,PWRWONPHLXX01,1,ELCPHLXX01,2021,1.234817
GLOBAL,S1D2,PWRWONPHLXX01,1,ELCPHLXX01,2022,1.234817
GLOBAL,S1D2,PWRWONPHLXX01,1,ELCPHLXX01,2023,1.234817
GLOBAL,S1D2,PWRWONPHLXX01,1,ELCPHLXX01,2024,1.234817
GLOBAL,S1D2,PWRWONPHLXX01,1,ELCPHLXX01,2025,1.234817
GLOBAL,S1D2,PWRWONPHLXX01,1,ELCPHLXX01,2026,1.234817
GLOBAL,S1D2,PWRWONPHLXX01,1,ELCPHLXX01,2027,1.234817
GLOBAL,S1D2,PWRWONPHLXX01,1,ELCPHLXX01,2028,1.234817
GLOBAL,S1D2,PWRWONPHLXX01,1,ELCPHLXX01,2029,0.68071314
GLOBAL,S1D2,PWRWONPHLXX01,1,ELCPHLXX01,2030,1.234817
GLOBAL,S1D2,PWRWONPHLXX01,1,ELCPHLXX01,2031,1.234817
GLOBAL,S1D2,PWRWONPHLXX01,1,ELCPHLXX01,2032,1.234817
GLOBAL,S1D2,PWRWONPHLXX01,1,ELCPHLXX01,2033,1.234817
GLOBAL,S1D2,PWRWONPHLXX01,1,ELCPHLXX01,2034,1.234817
GLOBAL,S1D2,PWRWONPHLXX01,1,ELCPHLXX01,2035,0.68071314
GLOBAL,S1D2,PWRWONPHLXX01,1,ELCPHLXX01,2036,1.234817
GLOBAL,S1D2,PWRWONPHLXX01,1,ELCPHLXX01,2037,1.234817
GLOBAL,S1D2,PWRWONPHLXX01,1,ELCPHLXX01,2038,0.68071314
GLOBAL,S1D2,PWRWONPHLXX01,1,ELCPHLXX01,2039,1.234817
GLOBAL,S1D2,RNWBIOPHLXX,1,BIOPHLXX,2020,0.11258422
GLOBAL,S1D2,RNWBIOPHLXX,1,BIOPHLXX,2023,20.048034
GLOBAL,S1D2,RNWBIOPHLXX,1,BIOPHLXX,2024,20.160618
GLOBAL,S1D2,RNWBIOPHLXX,1,BIOPHLXX,2025,20.160618
GLOBAL,S1D2,RNWBIOPHLXX,1,BIOPHLXX,2026,20.160618
GLOBAL,S1D2,RNWBIOPHLXX,1,BIOPHLXX,2027,20.160618
GLOBAL,S1D2,RNWBIOPHLXX,1,BIOPHLXX,2029,20.160618
GLOBAL,S1D2,RNWBIOPHLXX,1,BIOPHLXX,2030,20.048034
GLOBAL,S1D2,RNWBIOPHLXX,1,BIOPHLXX,2031,0.11258422
GLOBAL,S1D2,RNWBIOPHLXX,1,BIOPHLXX,2035,213.68933
GLOBAL,S1D2,RNWBIOPHLXX,1,BIOPHLXX,2036,509.8136
GLOBAL,S1D2,RNWBIOPHLXX,1,BIOPHLXX,2037,446.65309
GLOBAL,S1D2,RNWBIOPHLXX,1,BIOPHLXX,2039,1293.9452
GLOBAL,S1D2,RNWBIOPHLXX,1,BIOPHLXX,2040,1563.7489
GLOBAL,S1D2,RNWBIOPHLXX,1,BIOPHLXX,2041,1854.2429
GLOBAL,S1D2,RNWBIOPHLXX,1,BIOPHLXX,2042,923.57917
